id,full_name,first_name,last_name,is_active,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,MIN,OREB,PF,PF_AST,PF_BLK,PF_DREB,PF_FG3A,PF_FG3M,PF_FG3_PCT,PF_FGA,PF_FGM,PF_FG_PCT,PF_FTA,PF_FTM,PF_FT_PCT,PF_GP,PF_GS,PF_MIN,PF_OREB,PF_PF,PF_PTS,PF_REB,PF_STL,PF_TOV,PTS,REB,STL,TOV
76980,Steve Hayes,Steve,Hayes,False,85,102,323,1,0,0.0,483,233,0.482401656314,158,79,0.5,212,3,2296,203,438,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,545,526,32,99
202330,Gordon Hayward,Gordon,Hayward,False,2940,321,3069,3002,1111,0.370086608927,9725,4425,0.45501285347,3317,2726,0.821826952065,835,649,25653,629,1420,88.0,9.0,131.0,128.0,45.0,0.3515625,344.0,138.0,0.401162790697,119.0,113.0,0.949579831932,36.0,16.0,1003.0,16.0,55.0,434.0,147.0,27.0,48.0,12687,3698,808,1597
202351,Lazar Hayward,Lazar,Hayward,False,35,8,65,78,21,0.26923076923,202,70,0.346534653465,60,46,0.766666666666,72,0,591,25,65,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.666666666666,0.0,0.0,0.0,5.0,0.0,18.0,0.0,2.0,4.0,4.0,0.0,1.0,207,90,17,28
2217,Brendan Haywood,Brendan,Haywood,False,442,1109,2794,4,0,0.0,3999,2110,0.527631907976,2246,1318,0.586821015138,816,549,18678,2081,2043,29.0,70.0,146.0,0.0,0.0,0.0,212.0,119.0,0.561320754716,169.0,101.0,0.597633136094,54.0,28.0,1137.0,117.0,164.0,339.0,263.0,31.0,42.0,5538,4875,320,851
76981,Spencer Haywood,Spencer,Haywood,False,1351,629,3228,8,1,,12447,5790,0.465172330682,3766,3011,0.799522039298,760,88,25600,1493,2167,41.0,36.0,119.0,1.0,0.0,,384.0,172.0,0.447916666666,123.0,97.0,0.788617886178,33.0,7.0,890.0,69.0,98.0,441.0,188.0,13.0,45.0,14592,7038,355,716
76982,John W. Hazen,John W.,Hazen,False,3,,,,,,17,6,0.35294117647,7,6,0.857142857142,6,,,,10,,,,,,,,,,,,,,,,,,,,,,18,,,
76983,Walt Hazzard,Walt,Hazzard,False,3555,6,39,,,,8162,3597,0.440700808625,2502,1893,0.75659472422,724,,19202,18,2027,242.0,,,,,,649.0,268.0,0.412942989214,202.0,149.0,0.737623762376,58.0,,1576.0,,176.0,685.0,169.0,,,9087,2146,26,
101129,Luther Head,Luther,Head,False,747,43,735,1162,451,0.388123924268,2426,1025,0.422506183017,441,341,0.773242630385,348,82,7795,110,510,12.0,3.0,18.0,29.0,6.0,0.206896551724,50.0,12.0,0.24,10.0,6.0,0.6,12.0,0.0,185.0,3.0,19.0,36.0,21.0,5.0,11.0,2842,845,254,437
1049,Shane Heal,Shane,Heal,False,38,3,19,83,24,0.289156626506,121,33,0.272727272727,10,7,0.7,49,0,297,3,22,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,97,22,4,22
76984,Brian Heaney,Brian,Heaney,False,6,,,,,,24,13,0.541666666666,4,2,0.5,14,,70,,17,1.0,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,6.0,,7.0,,0.0,0.0,1.0,,,28,4,,
76985,Garfield Heard,Garfield,Heard,False,1220,780,3329,9,0,,6877,2846,0.413843245601,1736,1136,0.654377880184,787,,19571,1324,2134,96.0,98.0,388.0,0.0,0.0,,589.0,247.0,0.419354838709,166.0,108.0,0.650602409638,59.0,,1825.0,146.0,174.0,602.0,537.0,80.0,31.0,6828,5876,784,349
203687,Reggie Hearn,Reggie,Hearn,False,0,0,0,2,1,0.5,2,1,0.5,0,0,0.0,3,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,3,0,0,0
76986,Herm Hedderick,Herm,Hedderick,False,2,,,,,,9,2,0.222222222222,1,0,0.0,5,,23,,3,,,,,,,,,,,,,,,,,,,,,,4,4,,
76987,Alvin Heggs,Alvin,Heggs,False,0,0,1,0,0,0.0,5,3,0.6,3,2,0.666666666666,4,0,14,1,0,,,,,,,,,,,,,,,,,,,,,,8,2,0,0
76988,Tom Heinsohn,Tom,Heinsohn,False,1318,,,,,,11787,4773,0.404937643166,3353,2648,0.789740530867,654,,19254,,2454,215.0,,,,,,2035.0,818.0,0.401965601965,568.0,422.0,0.742957746478,104.0,,3223.0,,417.0,2058.0,954.0,,,12194,5749,,
76989,Dick Hemric,Dick,Hemric,False,102,,,,,,717,270,0.376569037656,483,323,0.668737060041,138,,2384,,240,2.0,,,,,,31.0,6.0,0.193548387096,16.0,9.0,0.5625,5.0,,73.0,,8.0,21.0,31.0,,,863,703,,
673,Alan Henderson,Alan,Henderson,False,397,297,1823,26,5,0.192307692307,4215,1976,0.468801897983,1778,1137,0.639482564679,652,220,13773,1426,1436,11.0,10.0,51.0,1.0,0.0,0.0,128.0,70.0,0.546875,56.0,40.0,0.714285714285,36.0,4.0,511.0,50.0,76.0,180.0,101.0,7.0,24.0,5094,3249,364,717
1538,Cedric Henderson,Cedric,Henderson,False,419,111,585,43,6,0.13953488372,1797,783,0.43572621035,438,313,0.714611872146,260,136,6181,170,578,11.0,0.0,13.0,1.0,0.0,0.0,28.0,11.0,0.392857142857,13.0,8.0,0.615384615384,4.0,4.0,157.0,4.0,14.0,30.0,17.0,6.0,13.0,1885,755,228,401
76990,Cedric Henderson,Cedric,Henderson,False,0,0,5,0,0,0.0,8,4,0.5,3,3,1.0,8,0,16,3,2,,,,,,,,,,,,,,,,,,,,,,11,8,0,4
76991,Dave Henderson,Dave,Henderson,False,34,5,24,1,0,0.0,116,47,0.405172413793,47,32,0.680851063829,22,1,351,11,41,,,,,,,,,,,,,,,,,,,,,,126,35,12,40
76993,Gerald Henderson,Gerald,Henderson,False,3141,99,927,611,203,0.332242225859,6526,3079,0.471805087342,1820,1412,0.775824175824,871,364,18856,526,1918,229.0,7.0,74.0,32.0,5.0,0.15625,584.0,259.0,0.443493150684,155.0,108.0,0.696774193548,88.0,35.0,1415.0,63.0,182.0,631.0,137.0,78.0,105.0,7773,1453,939,1561
201945,Gerald Henderson,Gerald,Henderson,False,1009,183,1402,762,249,0.326771653543,5111,2249,0.440031305028,1564,1240,0.79283887468,535,333,13854,314,930,26.0,4.0,44.0,28.0,7.0,0.25,119.0,44.0,0.369747899159,29.0,20.0,0.689655172413,15.0,4.0,352.0,7.0,33.0,115.0,51.0,10.0,11.0,5987,1716,358,639
1764,J.R. Henderson,J.R.,Henderson,False,22,4,27,5,2,0.4,96,35,0.364583333333,45,25,0.555555555555,30,0,331,20,29,,,,,,,,,,,,,,,,,,,,,,97,47,9,18
76992,Jerome Henderson,Jerome,Henderson,False,0,1,6,0,0,0.0,16,6,0.375,4,4,1.0,7,0,39,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,8,1,6
76994,Kevin Henderson,Kevin,Henderson,False,34,0,14,1,0,0.0,61,24,0.39344262295,28,17,0.607142857142,22,2,235,10,35,,,,,,,,,,,,,,,,,,,,,,65,24,9,21
76996,Tom Henderson,Tom,Henderson,False,3136,76,1110,9,0,,5601,2426,0.433136939832,1673,1236,0.738792588164,650,25,17690,384,1141,431.0,18.0,117.0,2.0,0.0,,650.0,270.0,0.415384615384,214.0,161.0,0.752336448598,80.0,3.0,2364.0,64.0,168.0,701.0,181.0,79.0,120.0,6088,1494,760,693
971,Mark Hendrickson,Mark,Hendrickson,False,63,15,218,18,3,0.166666666666,322,134,0.416149068322,137,110,0.802919708029,114,8,1506,98,139,,,,,,,,,,,,,,,,,,,,,,381,316,50,63
76998,Larry Hennessy,Larry,Hennessy,False,46,,,,,,247,85,0.344129554655,32,26,0.8125,53,,444,,37,2.0,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,3.0,,11.0,,1.0,0.0,1.0,,,196,49,,
76999,Don Henriksen,Don,Henriksen,False,240,,,,,,881,338,0.38365493757,476,313,0.65756302521,138,,3927,,432,11.0,,,,,,27.0,13.0,0.481481481481,19.0,12.0,0.631578947368,5.0,,164.0,,16.0,38.0,40.0,,,989,990,,
1630565,Aaron Henry,Aaron,Henry,False,0,2,1,1,0,0.0,5,1,0.2,0,0,0.0,6,0,17,0,2,,,,,,,,,,,,,,,,,,,,,,2,1,0,2
77000,Al Henry,Al,Henry,False,8,,,,,,162,69,0.425925925925,80,56,0.7,49,,447,,43,,,,,,,,,,,,,,,,,,,,,,194,148,,
77004,Bill Henry,Bill,Henry,False,103,,,,,,578,185,0.320069204152,379,243,0.641160949868,95,,,,232,0.0,,,,,,,2.0,,9.0,5.0,0.555555555555,3.0,,,,14.0,9.0,,,,613,,,
77001,Carl Henry,Carl,Henry,False,4,0,11,10,4,0.4,67,31,0.462686567164,17,12,0.705882352941,28,0,149,8,11,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,78,19,5,9
77002,Conner Henry,Conner,Henry,False,102,6,63,87,33,0.379310344827,286,108,0.377622377622,74,56,0.756756756756,93,2,756,20,71,0.0,0.0,3.0,5.0,1.0,0.2,16.0,8.0,0.5,10.0,5.0,0.5,11.0,0.0,35.0,3.0,3.0,22.0,6.0,0.0,4.0,305,83,21,65
1627988,Myke Henry,Myke,Henry,False,22,6,28,58,19,0.327586206896,109,41,0.37614678899,10,6,0.6,20,0,378,10,28,,,,,,,,,,,,,,,,,,,,,,107,38,31,19
77003,Skeeter Henry,Skeeter,Henry,False,4,0,2,2,0,0.0,5,1,0.2,4,2,0.5,4,0,15,0,1,3.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.166666666666,0.0,0.0,0.0,3.0,0.0,16.0,1.0,1.0,2.0,3.0,0.0,1.0,4,2,0,1
202333,Xavier Henry,Xavier,Henry,False,120,23,270,126,41,0.325396825396,907,368,0.405733186328,430,273,0.63488372093,185,23,2905,81,264,,,,,,,,,,,,,,,,,,,,,,1050,351,100,139
203089,John Henson,John,Henson,False,496,642,1566,80,20,0.25,2661,1438,0.540398346486,857,487,0.568261376896,445,160,8752,802,998,10.0,17.0,45.0,2.0,0.0,0.0,69.0,37.0,0.536231884057,17.0,7.0,0.411764705882,14.0,2.0,271.0,27.0,24.0,81.0,72.0,8.0,18.0,3383,2368,211,496
1667,Steve Henson,Steve,Henson,False,465,2,130,243,105,0.432098765432,631,254,0.402535657686,145,126,0.868965517241,238,3,2282,46,283,8.0,0.0,6.0,8.0,4.0,0.5,21.0,9.0,0.428571428571,4.0,3.0,0.75,6.0,0.0,87.0,1.0,7.0,25.0,7.0,5.0,8.0,739,176,88,175
77006,Bill Herman,Bill,Herman,False,15,,,,,,65,25,0.384615384615,11,6,0.545454545454,13,,,,13,,,,,,,,,,,,,,,,,,,,,,56,,,
77007,Clarence Hermsen,Clarence,Hermsen,False,366,,,,,,3243,962,0.296638914585,1139,745,0.654082528533,288,,62,,1043,29.0,,,,,,330.0,86.0,0.260606060606,151.0,104.0,0.688741721854,26.0,,,,116.0,276.0,3.0,,,2669,467,,
1629608,Dewan Hernandez,Dewan,Hernandez,False,3,0,9,2,1,0.5,14,5,0.357142857142,5,3,0.6,6,0,28,5,6,,,,,,,,,,,,,,,,,,,,,,14,14,1,3
1627823,Juancho Hernangomez,Juancho,Hernangomez,False,216,71,863,777,266,0.342342342342,1379,590,0.427846265409,392,265,0.676020408163,339,76,5268,268,365,5.0,0.0,13.0,14.0,5.0,0.357142857142,21.0,6.0,0.285714285714,0.0,0.0,0.0,11.0,0.0,70.0,2.0,6.0,17.0,15.0,2.0,3.0,1711,1131,131,167
1626195,Willy Hernangomez,Willy,Hernangomez,False,364,134,1273,121,37,0.305785123966,1827,974,0.533114395183,756,539,0.712962962962,344,48,5148,709,573,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2524,1982,145,347
1914,Chris Herren,Chris,Herren,False,167,2,57,122,40,0.327868852459,220,74,0.336363636363,52,36,0.692307692307,70,8,1005,16,117,,,,,,,,,,,,,,,,,,,,,,224,73,29,62
61,Carl Herrera,Carl,Herrera,False,261,204,1113,14,2,0.142857142857,2183,1039,0.475950526797,624,401,0.642628205128,465,110,8036,577,935,13.0,6.0,66.0,2.0,0.0,0.0,122.0,55.0,0.450819672131,38.0,27.0,0.710526315789,41.0,0.0,502.0,32.0,84.0,137.0,98.0,10.0,22.0,2481,1690,237,447
200835,Walter Herrmann,Walter,Herrmann,False,66,12,241,299,114,0.38127090301,681,312,0.458149779735,103,81,0.78640776699,152,12,1938,78,143,2.0,0.0,0.0,5.0,3.0,0.6,12.0,4.0,0.333333333333,4.0,2.0,0.5,8.0,0.0,49.0,2.0,7.0,13.0,2.0,1.0,0.0,819,319,31,61
77010,Keith Herron,Keith,Herron,False,174,30,130,12,2,,1108,485,0.437725631768,288,247,0.857638888888,124,0,2620,112,190,,,,,,,,,,,,,,,,,,,,,,1219,242,105,170
77011,Sidney Hertzberg,Sidney,Hertzberg,False,618,,,,,,3166,946,0.298799747315,847,671,0.792207792207,293,,,,619,35.0,,,,,,194.0,57.0,0.293814432989,60.0,50.0,0.833333333333,18.0,,,,55.0,164.0,2.0,,,2563,260,,
1628987,Kevin Hervey,Kevin,Hervey,False,5,1,11,20,3,0.15,27,7,0.259259259259,0,0,0.0,10,0,52,1,4,,,,,,,,,,,,,,,,,,,,,,17,12,1,0
77012,Fred Hetzel,Fred,Hetzel,False,462,,,,,,4246,1789,0.421337729627,1322,1080,0.816944024205,416,,8885,,1107,44.0,,,,,,323.0,138.0,0.427244582043,102.0,83.0,0.813725490196,35.0,,742.0,,95.0,359.0,184.0,,,4658,2444,,
77013,Bill Hewitt,Bill,Hewitt,False,469,10,86,,,,2031,891,0.43870014771,499,280,0.561122244488,361,,7461,30,792,17.0,,,,,,151.0,61.0,0.403973509933,29.0,18.0,0.620689655172,15.0,,412.0,,40.0,140.0,78.0,,,2062,1994,9,
77014,Jack Hewson,Jack,Hewson,False,1,,,,,,89,22,0.247191011235,30,21,0.7,24,,,,39,,,,,,,,,,,,,,,,,,,,,,65,,,
77015,Art Heyman,Art,Heyman,False,346,,,,,,1322,564,0.426626323751,576,391,0.678819444444,147,,3019,,348,,,,,,,,,,,,,,,,,,,,,,1519,414,,
1626209,Mario Hezonja,Mario,Hezonja,False,415,80,879,833,266,0.319327731092,2047,854,0.417195896433,382,310,0.811518324607,330,69,6107,147,549,6.0,0.0,14.0,7.0,2.0,0.285714285714,22.0,9.0,0.40909090909,4.0,3.0,0.75,5.0,0.0,67.0,2.0,8.0,23.0,16.0,3.0,3.0,2284,1026,243,371
201579,Roy Hibbert,Roy,Hibbert,False,885,1146,2646,24,6,0.25,5641,2622,0.464811203687,1802,1361,0.755271920088,662,586,16389,1527,2067,58.0,106.0,256.0,2.0,1.0,0.5,531.0,258.0,0.485875706214,213.0,163.0,0.765258215962,54.0,54.0,1708.0,193.0,195.0,680.0,449.0,13.0,103.0,6611,4173,241,1038
77016,Matthew Hickey,Matthew,Hickey,False,0,,,,,,6,0,0.0,3,2,0.666666666666,1,,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,
1628439,Isaiah Hicks,Isaiah,Hicks,False,18,7,36,9,2,0.222222222222,80,37,0.4625,23,16,0.695652173913,21,0,271,12,50,,,,,,,,,,,,,,,,,,,,,,92,48,3,17
77017,Phil Hicks,Phil,Hicks,False,32,0,55,,,,132,59,0.446969696969,18,14,0.777777777777,57,,390,39,57,0.0,0.0,2.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,1.0,1.0,0.0,3.0,0.0,,132,94,13,13
201581,JJ Hickson,JJ,Hickson,False,449,309,2466,21,0,0.0,4056,2049,0.505177514792,1593,983,0.61707470182,534,307,11926,1173,1033,1.0,0.0,8.0,0.0,0.0,0.0,22.0,14.0,0.636363636363,16.0,11.0,0.6875,11.0,0.0,79.0,1.0,9.0,39.0,9.0,0.0,6.0,5081,3639,274,774
202809,Cory Higgins,Cory,Higgins,False,41,6,30,25,5,0.2,179,58,0.324022346368,62,43,0.693548387096,44,0,454,8,45,,,,,,,,,,,,,,,,,,,,,,164,38,8,39
1848,Mike Higgins,Mike,Higgins,False,5,4,3,0,0,0.0,18,9,0.5,17,12,0.705882352941,18,0,111,6,21,,,,,,,,,,,,,,,,,,,,,,30,9,2,5
77019,Rod Higgins,Rod,Higgins,False,1254,359,1873,1030,352,0.341747572815,5336,2483,0.465329835082,2095,1693,0.808114558472,779,203,17189,946,1712,55.0,22.0,74.0,71.0,21.0,0.295774647887,205.0,90.0,0.439024390243,75.0,61.0,0.813333333333,33.0,22.0,733.0,39.0,78.0,262.0,113.0,28.0,23.0,7011,2819,485,786
925,Sean Higgins,Sean,Higgins,False,226,32,287,290,93,0.320689655172,1305,559,0.428352490421,193,164,0.849740932642,220,27,3334,115,351,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1375,402,73,239
77021,Kenny Higgs,Kenny,Higgs,False,944,23,326,55,8,,1221,538,0.440622440622,480,386,0.804166666666,216,49,4435,65,682,6.0,0.0,2.0,2.0,0.0,0.0,21.0,8.0,0.380952380952,12.0,7.0,0.583333333333,3.0,0.0,54.0,1.0,12.0,23.0,3.0,3.0,5.0,1470,391,239,369
77022,Johnny High,Johnny,High,False,525,86,398,38,4,0.105263157894,1168,508,0.434931506849,607,376,0.619439868204,274,11,4538,219,712,32.0,5.0,28.0,3.0,0.0,0.0,75.0,31.0,0.413333333333,32.0,17.0,0.53125,18.0,0.0,237.0,26.0,51.0,79.0,54.0,15.0,14.0,1396,617,325,455
77023,Wayne Hightower,Wayne,Hightower,False,337,,,,,,2888,1039,0.359764542936,1028,770,0.749027237354,316,,7240,,905,26.0,,,,,,176.0,56.0,0.318181818181,55.0,37.0,0.672727272727,22.0,,482.0,,67.0,149.0,107.0,,,2848,1876,,
77024,Armond Hill,Armond,Hill,False,2194,61,687,13,1,,2817,1150,0.40823571175,1101,913,0.829246139872,468,23,11785,230,1445,72.0,2.0,22.0,1.0,0.0,,116.0,47.0,0.405172413793,28.0,23.0,0.821428571428,16.0,,437.0,4.0,54.0,117.0,26.0,18.0,39.0,3214,917,548,833
77025,Cleo Hill,Cleo,Hill,False,114,,,,,,309,107,0.346278317152,137,106,0.773722627737,58,,1050,,98,,,,,,,,,,,,,,,,,,,,,,320,178,,
77026,Gary Hill,Gary,Hill,False,110,,,,,,420,156,0.371428571428,91,58,0.637362637362,79,,1118,,176,8.0,,,,,,24.0,12.0,0.5,13.0,4.0,0.307692307692,9.0,,69.0,,13.0,28.0,6.0,,,370,130,,
201588,George Hill,George,Hill,False,2807,233,2198,2808,1066,0.379629629629,7393,3377,0.456783443798,2141,1725,0.805698271835,915,484,24500,533,1759,369.0,33.0,331.0,470.0,175.0,0.372340425531,1182.0,534.0,0.451776649746,435.0,349.0,0.802298850574,144.0,91.0,4345.0,94.0,319.0,1592.0,425.0,123.0,184.0,9545,2731,806,1091
255,Grant Hill,Grant,Hill,False,4252,576,4993,697,219,0.314203730272,13126,6345,0.483391741581,5498,4228,0.769006911604,1026,972,34773,1176,2377,140.0,19.0,195.0,21.0,5.0,0.238095238095,426.0,200.0,0.469483568075,151.0,118.0,0.781456953642,39.0,37.0,1231.0,43.0,108.0,523.0,238.0,35.0,79.0,17137,6169,1248,2459
201195,Herbert Hill,Herbert,Hill,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201941,Jordan Hill,Jordan,Hill,False,322,272,1510,22,3,0.136363636363,2733,1357,0.496523966337,737,515,0.698778833107,409,120,7691,879,875,4.0,10.0,50.0,0.0,0.0,0.0,66.0,28.0,0.424242424242,16.0,11.0,0.6875,20.0,0.0,263.0,43.0,35.0,67.0,93.0,3.0,7.0,3232,2389,150,426
1630792,Malcolm Hill,Malcolm,Hill,False,8,3,27,39,14,0.358974358974,56,26,0.464285714285,14,11,0.785714285714,24,0,221,11,25,,,,,,,,,,,,,,,,,,,,,,77,38,7,3
203524,Solomon Hill,Solomon,Hill,False,662,99,1110,1093,362,0.331198536139,2175,843,0.387586206896,508,405,0.797244094488,448,189,9654,289,765,21.0,2.0,56.0,59.0,22.0,0.372881355932,89.0,34.0,0.38202247191,30.0,26.0,0.866666666666,38.0,3.0,499.0,15.0,60.0,116.0,71.0,6.0,10.0,2453,1399,307,377
201631,Steven Hill,Steven,Hill,False,0,0,1,0,0,0.0,1,1,1.0,0,0,0.0,1,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,2,3,0,0
238,Tyrone Hill,Tyrone,Hill,False,647,379,4458,13,0,0.0,5643,2834,0.502215133794,2901,1864,0.642537056187,801,610,22390,2396,2893,31.0,22.0,292.0,4.0,0.0,0.0,406.0,183.0,0.450738916256,199.0,125.0,0.628140703517,74.0,42.0,1873.0,160.0,260.0,491.0,452.0,39.0,76.0,7532,6854,614,1244
77027,Art Hillhouse,Art,Hillhouse,False,44,,,,,,483,134,0.277432712215,203,150,0.738916256157,71,,,,169,8.0,,,,,,91.0,24.0,0.263736263736,46.0,39.0,0.847826086956,10.0,,,,41.0,87.0,,,,418,,,
1626199,Darrun Hilliard,Darrun,Hilliard,False,71,3,78,102,31,0.303921568627,276,104,0.376811594202,75,56,0.746666666666,91,3,859,7,74,,,,,,,,,,,,,,,,,,,,,,295,85,22,51
77028,Darnell Hillman,Darnell,Hillman,False,406,277,1257,0,0,,2128,992,0.466165413533,822,487,0.592457420924,287,,6594,624,1059,26.0,10.0,69.0,,,,111.0,41.0,0.369369369369,32.0,20.0,0.625,18.0,,372.0,44.0,66.0,102.0,113.0,10.0,34.0,2471,1881,229,368
77029,Fred Hilton,Fred,Hilton,False,190,,,,,,1289,500,0.387897595034,175,131,0.748571428571,120,,2080,,245,,,,,,,,,,,,,,,,,,,,,,1131,254,,
2550,Kirk Hinrich,Kirk,Hinrich,False,4245,243,2266,3122,1172,0.375400384368,8522,3503,0.411053743252,1770,1416,0.8,879,665,27017,310,2487,277.0,17.0,168.0,226.0,92.0,0.407079646017,626.0,268.0,0.428115015974,160.0,119.0,0.74375,71.0,46.0,2014.0,18.0,191.0,747.0,186.0,74.0,97.0,9594,2576,972,1617
77030,Roy Hinson,Roy,Hinson,False,495,882,2396,12,0,0.0,5568,2776,0.49856321839,2232,1654,0.741039426523,507,391,15543,1056,1888,6.0,19.0,37.0,0.0,0.0,0.0,100.0,57.0,0.57,61.0,39.0,0.639344262295,9.0,4.0,279.0,16.0,36.0,153.0,53.0,7.0,10.0,7206,3452,306,1009
1630207,Nate Hinton,Nate,Hinton,False,18,4,23,33,11,0.333333333333,69,26,0.376811594202,15,11,0.733333333333,38,0,170,8,19,,,,,,,,,,,,,,,,,,,,,,74,31,10,9
77031,Mel Hirsch,Mel,Hirsch,False,10,,,,,,45,9,0.2,2,1,0.5,13,,,,18,,,,,,,,,,,,,,,,,,,,,,19,,,
77032,Lew Hitch,Lew,Hitch,False,499,,,,,,2021,759,0.375556655121,827,557,0.673518742442,414,,8364,,685,32.0,,,,,,125.0,45.0,0.36,94.0,55.0,0.585106382978,37.0,,535.0,,64.0,145.0,167.0,,,2075,2183,,
200823,Robert Hite,Robert,Hite,False,8,2,12,23,5,0.217,60,19,0.317,12,8,0.667,12,0,136,4,8,,,,,,,,,,,,,,,,,,,,,,51,16,3,6
1629658,Jaylen Hoard,Jaylen,Hoard,False,45,10,116,39,9,0.230769230769,210,103,0.490476190476,68,42,0.617647058823,39,5,662,65,45,1.0,0.0,4.0,0.0,0.0,0.0,12.0,7.0,0.583333333333,0.0,0.0,0.0,3.0,0.0,41.0,5.0,5.0,14.0,9.0,0.0,2.0,257,181,24,29
202359,Darington Hobson,Darington,Hobson,False,6,0,3,6,0,.000,13,2,.154,0,0,0.0,5,0,39,0,1,,,,,,,,,,,,,,,,,,,,,,4,3,0,2
1641793,D'Moi Hodge,D'Moi,Hodge,False,5,1,0,12,3,0.25,15,5,0.333,2,1,0.5,7,0,41,0,4,,,,,,,,,,,,,,,,,,,,,,14,0,1,1
1106,Donald Hodge,Donald,Hodge,False,191,95,503,14,4,0.285714285714,1057,462,0.437086092715,357,254,0.711484593837,249,35,3501,306,531,,,,,,,,,,,,,,,,,,,,,,1182,809,84,236
101125,Julius Hodge,Julius,Hodge,False,18,0,8,0,0,0.0,25,11,0.44,12,6,0.5,23,1,97,7,13,,,,,,,,,,,,,,,,,,,,,,28,15,6,11
77034,Craig Hodges,Craig,Hodges,False,1769,26,631,1408,563,0.399857954545,5130,2363,0.460623781676,786,651,0.828244274809,695,256,15077,306,1368,203.0,8.0,72.0,248.0,90.0,0.362903225806,669.0,292.0,0.436472346786,74.0,58.0,0.783783783783,101.0,40.0,2056.0,39.0,206.0,732.0,111.0,95.0,102.0,5940,937,553,815
77035,Adolph Hoefer,Adolph,Hoefer,False,36,,,,,,533,133,0.249530956848,147,95,0.646258503401,65,,,,159,,,,,,,,,,,,,,,,,,,,,,361,,,
77036,Paul 'The Bear' Hoffman,Paul 'The Bear',Hoffman,False,911,,,,,,3354,1139,0.339594514013,1415,956,0.675618374558,317,,5130,,1138,18.0,,,,,,169.0,49.0,0.289940828402,74.0,48.0,0.648648648648,13.0,,81.0,,49.0,146.0,7.0,,,3234,1129,,
77037,Bob Hogsett,Bob,Hogsett,False,1,,,,,,16,5,0.3125,6,6,1.0,7,,22,,5,,,,,,,,,,,,,,,,,,,,,,16,3,,
77038,Paul Hogue,Paul,Hogue,False,48,,,,,,449,164,0.365256124721,181,81,0.447513812154,65,,1487,,255,,,,,,,,,,,,,,,,,,,,,,409,461,,
697,Fred Hoiberg,Fred,Hoiberg,False,846,59,1295,941,373,0.396386822529,2227,959,0.43062415806,765,653,0.853594771241,541,61,9976,143,783,26.0,0.0,63.0,50.0,23.0,0.46,98.0,44.0,0.448979591836,18.0,17.0,0.944444444444,24.0,0.0,478.0,10.0,32.0,128.0,73.0,20.0,8.0,2944,1438,428,292
77039,Doug Holcomb,Doug,Holcomb,False,5,,,,,,12,3,0.25,14,9,0.642857142857,3,,,,5,,,,,,,,,,,,,,,,,,,,,,15,,,
2450,Randy Holcomb,Randy,Holcomb,False,0,0,0,0,0,0.0,1,1,1.0,0,0,0.0,4,0,10,1,2,,,,,,,,,,,,,,,,,,,,,,2,1,0,0
203200,Justin Holiday,Justin,Holiday,False,968,283,1591,2962,1080,0.364618501012,4779,1910,0.399665201925,666,544,0.816816816816,680,296,15716,235,1092,8.0,5.0,31.0,46.0,20.0,0.434782608695,58.0,22.0,0.379310344827,7.0,3.0,0.428571428571,21.0,2.0,291.0,5.0,25.0,67.0,36.0,12.0,8.0,5444,1826,614,544
77040,Brad Holland,Brad,Holland,False,63,3,40,21,4,0.190476190476,293,118,0.402730375426,71,53,0.746478873239,93,3,686,19,81,4.0,0.0,3.0,0.0,0.0,0.0,11.0,6.0,0.545454545454,4.0,4.0,1.0,11.0,0.0,36.0,2.0,8.0,16.0,5.0,5.0,4.0,293,59,47,52
